latitude,longitude,blue,green,red,nir,swir,ndvi,ndwi,ndbi,land_cover
41.73094,-72.647774,0.15955,0.15384,0.22644,0.24818,0.37135,0.0458,-0.23466,0.19881,built
41.739714,-72.633947,0.09381,0.09869,0.18234,0.23455,0.28025,0.12524,-0.40771,0.08879,built
41.688801,-72.657824,0.06526,0.13572,0.28346,0.29192,0.30679,0.01471,-0.36525,0.02484,bare_soil
41.836979,-72.642726,0.0769,0.09125,0.04192,0.03647,0.02327,-0.06959,0.42892,-0.22089,water
41.876241,-72.759909,0.02588,0.09429,0.0623,0.4835,0.16959,0.77172,-0.67362,-0.48065,vegetation
41.716931,-72.696016,0.09936,0.0531,0.0759,0.06092,0.03806,-0.1095,-0.06859,-0.2309,water
41.804777,-72.668896,0.03313,0.06333,0.04747,0.45179,0.20458,0.80983,-0.75411,-0.37663,vegetation
41.835423,-72.605534,0.10037,0.11523,0.18376,0.34505,0.3083,0.305,-0.49928,-0.05624,bare_soil
41.802802,-72.758178,0.07865,0.1008,0.03497,0.55174,0.25842,0.8808,-0.69105,-0.36206,vegetation
41.759555,-72.533998,0.03258,0.07828,0.06847,0.47156,0.15425,0.74641,-0.71525,-0.50704,vegetation
41.720795,-72.617495,0.14719,0.18844,0.14243,0.21788,0.20388,0.20938,-0.07244,-0.03319,bare_soil
41.77882,-72.645645,0.08458,0.17623,0.23548,0.20146,0.38402,-0.07784,-0.06681,0.31181,built
41.831438,-72.576455,0.07699,0.11533,0.06397,0.63,0.19568,0.81564,-0.69052,-0.526,vegetation
41.847447,-72.746633,0.14546,0.16056,0.2037,0.32599,0.23124,0.23088,-0.34,-0.17005,bare_soil
41.760698,-72.612333,0.1077,0.09171,0.19076,0.21555,0.37677,0.061,-0.40305,0.27219,built
41.727512,-72.54033,0.11303,0.14382,0.23461,0.27216,0.24648,0.07409,-0.30852,-0.04952,bare_soil
41.792752,-72.561212,0.04666,0.06327,0.02616,0.38398,0.19991,0.87241,-0.71705,-0.31524,vegetation
41.75097,-72.590155,0.18104,0.1789,0.19203,0.21507,0.45813,0.05662,-0.09181,0.36105,built
41.786544,-72.691913,0.0834,0.09799,0.05099,0.03154,0.02857,-0.2356,0.51298,-0.04951,water
41.837225,-72.684643,0.09775,0.09729,0.04559,0.06868,0.01427,0.20208,0.17237,-0.65587,water
41.785929,-72.678813,0.09249,0.0903,0.19204,0.27129,0.33075,0.17104,-0.50056,0.09876,built
41.81983,-72.67178,0.07789,0.06239,0.04927,0.02235,0.04428,-0.3758,0.47243,0.32908,water
41.835216,-72.671301,0.11051,0.09431,0.05549,0.04146,0.05645,-0.14472,0.38925,0.15309,water
41.72066,-72.587139,0.12,0.12494,0.21742,0.25016,0.25484,0.07002,-0.33382,0.00927,bare_soil
41.785913,-72.771524,0.04212,0.05915,0.05347,0.44923,0.11373,0.78727,-0.7673,-0.59597,vegetation
41.710012,-72.64559,0.12129,0.06942,0.03261,0.04628,0.04312,0.17326,0.19997,-0.03541,water
41.779061,-72.613856,0.1646,0.17325,0.17444,0.25102,0.34293,0.17998,-0.18331,0.15475,built
41.76999,-72.683166,0.09269,0.06286,0.06662,0.02784,0.05786,-0.41056,0.38613,0.35032,water
41.76975,-72.70824,0.17485,0.14918,0.15308,0.20915,0.35138,0.1548,-0.16736,0.25374,built
41.760878,-72.721921,0.15072,0.17872,0.10069,0.263,0.27216,0.4463,-0.19078,0.01713,built
41.811977,-72.663398,0.09826,0.13484,0.13291,0.15674,0.42477,0.08226,-0.0751,0.46092,built
41.741375,-72.570695,0.06667,0.12038,0.18612,0.20349,0.32745,0.04459,-0.25663,0.23346,bare_soil
41.792969,-72.634672,0.06234,0.09183,0.06973,0.06787,0.0482,-0.01347,0.14998,-0.16948,water
41.774737,-72.654486,0.1662,0.11591,0.20337,0.22004,0.36391,0.03938,-0.30995,0.24638,built
41.824456,-72.666618,0.07217,0.04564,0.07128,0.04956,0.01947,-0.17975,-0.04113,-0.43581,water
41.820315,-72.657338,0.04189,0.10677,0.06488,0.49289,0.15183,0.76737,-0.6439,-0.52899,vegetation
41.81089,-72.612798,0.17143,0.12362,0.14514,0.24836,0.31785,0.26232,-0.33533,0.12273,built
41.798188,-72.610876,0.08167,0.20189,0.18812,0.23,0.29819,0.10014,-0.06508,0.12911,built
41.761352,-72.717503,0.03496,0.08898,0.0265,0.34014,0.15319,0.85545,-0.5853,-0.37894,vegetation
41.770604,-72.699159,0.06915,0.07673,0.08674,0.61987,0.23441,0.7545,-0.77969,-0.45121,vegetation
41.779369,-72.663275,0.12333,0.18287,0.18937,0.25715,0.27578,0.15181,-0.16881,0.03495,built
41.708177,-72.655959,0.11705,0.07887,0.03004,0.04078,0.01394,0.15172,0.31832,-0.4905,water
41.755479,-72.686506,0.07612,0.1666,0.23744,0.28386,0.44316,0.08905,-0.26032,0.21911,built
41.822272,-72.560407,0.02512,0.05854,0.05792,0.52609,0.11193,0.80166,-0.79974,-0.64913,vegetation
41.813371,-72.708759,0.13583,0.19556,0.20106,0.25047,0.36795,0.10943,-0.12311,0.18997,built
41.809153,-72.649283,0.07968,0.07523,0.03502,0.07343,0.01908,0.35411,0.01211,-0.58748,water
41.698264,-72.636396,0.0304,0.08881,0.07056,0.37764,0.13293,0.68514,-0.61921,-0.47929,vegetation
41.747925,-72.664641,0.09554,0.09233,0.06809,0.02172,0.05525,-0.51628,0.61909,0.43557,water
41.797196,-72.574114,0.0413,0.06245,0.0899,0.34999,0.14884,0.59127,-0.69718,-0.40326,vegetation
41.791136,-72.682461,0.14103,0.14821,0.11635,0.15037,0.37912,0.12754,-0.00723,0.43203,built
41.757044,-72.715699,0.16369,0.13083,0.16479,0.31503,0.37772,0.31312,-0.41315,0.09049,bare_soil
41.807284,-72.612912,0.08153,0.1967,0.20622,0.19647,0.37927,-0.02423,0.0006,0.31751,built
41.739246,-72.590987,0.12327,0.10426,0.25576,0.26167,0.21982,0.01141,-0.43015,-0.08691,bare_soil
41.786903,-72.737044,0.04628,0.08032,0.08589,0.63463,0.10565,0.76158,-0.77532,-0.71456,vegetation
41.777293,-72.606934,0.05546,0.12338,0.06228,0.49329,0.11308,0.7758,-0.59984,-0.62702,vegetation
41.820295,-72.529226,0.05693,0.10791,0.02647,0.3918,0.15729,0.87344,-0.56811,-0.4271,vegetation
41.809482,-72.637224,0.07642,0.13465,0.13567,0.20262,0.23078,0.19791,-0.20153,0.06498,built
41.835453,-72.652972,0.05819,0.10898,0.03675,0.01936,0.03754,-0.30978,0.69825,0.31942,water
41.68173,-72.755341,0.10864,0.1073,0.22043,0.34356,0.43671,0.21831,-0.52403,0.11938,bare_soil
41.813691,-72.775816,0.05243,0.12494,0.06449,0.47511,0.20631,0.76098,-0.58357,-0.39447,vegetation
41.856382,-72.647264,0.08895,0.08921,0.23299,0.25017,0.19746,0.03557,-0.4743,-0.11775,bare_soil
41.776088,-72.690586,0.05519,0.08675,0.07012,0.02036,0.0226,-0.55002,0.61989,0.05235,water
41.795557,-72.681417,0.12107,0.07619,0.04611,0.03514,0.05187,-0.13509,0.36874,0.19227,water
41.719685,-72.590074,0.16487,0.18743,0.23004,0.26889,0.39684,0.07787,-0.17852,0.1922,bare_soil
41.783963,-72.683085,0.12373,0.13791,0.1424,0.28052,0.4439,0.32659,-0.34081,0.22554,built
41.776984,-72.689453,0.04947,0.06339,0.0529,0.62484,0.16685,0.8439,-0.81579,-0.5785,vegetation
41.791285,-72.767116,0.08411,0.14334,0.15691,0.1661,0.35766,0.02846,-0.07355,0.36573,bare_soil
41.700192,-72.619391,0.07538,0.12181,0.07013,0.50118,0.16168,0.75449,-0.60895,-0.51218,vegetation
41.770618,-72.605881,0.13306,0.13086,0.21878,0.14676,0.29282,-0.19702,-0.05728,0.33227,built
41.752286,-72.622766,0.14061,0.14776,0.13265,0.29594,0.32838,0.38101,-0.33397,0.05195,built
41.77277,-72.715543,0.14231,0.16487,0.1661,0.18944,0.27846,0.06564,-0.06935,0.19025,built
41.753131,-72.633772,0.08661,0.15095,0.2877,0.34014,0.32622,0.08352,-0.38526,-0.02089,bare_soil
41.807505,-72.634617,0.10922,0.10531,0.07883,0.04075,0.03885,-0.31839,0.44197,-0.02398,water
41.692424,-72.619114,0.11654,0.10788,0.17025,0.33912,0.28272,0.33153,-0.51732,-0.0907,bare_soil
41.780613,-72.67067,0.10162,0.11889,0.19097,0.26278,0.42335,0.15826,-0.37699,0.23403,built
41.702107,-72.669265,0.08526,0.14628,0.18575,0.18402,0.20471,-0.00467,-0.11427,0.05321,bare_soil
41.861263,-72.584911,0.15069,0.08074,0.13381,0.35768,0.28863,0.45548,-0.63169,-0.10683,bare_soil
41.680121,-72.67494,0.12251,0.12988,0.20143,0.3084,0.40115,0.2098,-0.40732,0.13072,bare_soil
41.7524,-72.689816,0.10861,0.06654,0.07939,0.05616,0.01563,-0.17134,0.08462,-0.56454,water
41.775219,-72.574259,0.03541,0.07314,0.07189,0.53676,0.137,0.76377,-0.76015,-0.59332,vegetation
41.737405,-72.687101,0.06945,0.05874,0.07875,0.05657,0.05619,-0.16392,0.01886,-0.00332,water
41.82364,-72.701634,0.13135,0.17797,0.20497,0.24826,0.38486,0.09552,-0.16492,0.21575,bare_soil
41.794684,-72.664556,0.11398,0.08723,0.20167,0.27426,0.31516,0.15252,-0.51737,0.06939,built
41.867365,-72.683415,0.0386,0.0765,0.04068,0.42654,0.18782,0.82586,-0.69585,-0.38857,vegetation
41.806483,-72.549433,0.07091,0.1269,0.24253,0.28381,0.4208,0.07843,-0.38205,0.19441,bare_soil
41.857694,-72.528371,0.07696,0.06418,0.06637,0.56182,0.16964,0.78868,-0.79495,-0.53616,vegetation
41.776763,-72.659211,0.1347,0.12659,0.1395,0.15278,0.41702,0.04544,-0.09376,0.46374,built
41.853777,-72.772583,0.0589,0.08467,0.06801,0.51537,0.21248,0.76683,-0.7178,-0.41614,vegetation
41.828953,-72.67936,0.07624,0.10195,0.05773,0.07143,0.03719,0.10608,0.17605,-0.31518,water
41.751487,-72.599095,0.10906,0.16927,0.21265,0.18542,0.36437,-0.0684,-0.04553,0.32549,built
41.798532,-72.614753,0.15604,0.18465,0.11448,0.28466,0.29073,0.42639,-0.2131,0.01054,built
41.841085,-72.72452,0.04965,0.06743,0.06226,0.3536,0.11561,0.70056,-0.67967,-0.50723,vegetation
41.756554,-72.614075,0.08,0.1537,0.25694,0.36089,0.31942,0.16824,-0.40263,-0.06095,bare_soil
41.726458,-72.677957,0.11659,0.09897,0.2718,0.33606,0.19918,0.10572,-0.545,-0.25573,bare_soil
41.726687,-72.595668,0.13883,0.19532,0.17682,0.25196,0.2731,0.17525,-0.12664,0.04026,built
41.750393,-72.614024,0.07507,0.13804,0.26943,0.30546,0.35061,0.06266,-0.37751,0.06881,bare_soil
41.785308,-72.698816,0.06209,0.10956,0.05514,0.54257,0.11455,0.81551,-0.66399,-0.65136,vegetation
41.826139,-72.545734,0.15674,0.10817,0.25642,0.18717,0.25683,-0.15612,-0.26746,0.15689,bare_soil
41.768933,-72.594754,0.16926,0.10533,0.10071,0.28403,0.30801,0.47649,-0.45896,0.0405,built
41.759939,-72.671355,0.09816,0.10722,0.02666,0.07839,0.01835,0.49247,0.1553,-0.62057,water
41.743712,-72.683085,0.08086,0.10216,0.05485,0.06668,0.01256,0.09735,0.21016,-0.68293,water
41.83902,-72.697038,0.0869,0.08984,0.07481,0.0357,0.03016,-0.35396,0.4313,-0.08399,water
41.788142,-72.69847,0.09857,0.05551,0.04079,0.05785,0.05163,0.17293,-0.02062,-0.05678,water
41.72005,-72.673982,0.11703,0.09653,0.02848,0.05269,0.03629,0.29822,0.29385,-0.18423,water
41.757895,-72.671644,0.05522,0.07881,0.05793,0.03929,0.05165,-0.19176,0.33462,0.13593,water
41.708649,-72.656205,0.11861,0.09522,0.07818,0.06427,0.02081,-0.09766,0.19408,-0.51079,water
41.801844,-72.639431,0.08768,0.13568,0.2215,0.22224,0.30706,0.00167,-0.24186,0.16025,built
41.809035,-72.669167,0.02595,0.12851,0.06227,0.41811,0.18302,0.74075,-0.52979,-0.39107,vegetation
41.711523,-72.539861,0.07644,0.13581,0.20667,0.19201,0.43394,-0.03675,-0.17143,0.38649,bare_soil
41.744883,-72.552004,0.08851,0.1064,0.27433,0.25045,0.33235,-0.04551,-0.40368,0.14054,bare_soil
41.714016,-72.65784,0.12209,0.13189,0.16731,0.24766,0.32024,0.19362,-0.30503,0.1278,bare_soil
41.703137,-72.654346,0.07379,0.07591,0.03931,0.04972,0.03813,0.11689,0.20851,-0.13191,water
41.832022,-72.5727,0.08266,0.10439,0.15982,0.3585,0.43152,0.3833,-0.54895,0.09243,bare_soil
41.864968,-72.634239,0.07004,0.09449,0.06499,0.45541,0.13066,0.75023,-0.65632,-0.5541,vegetation
41.818271,-72.642482,0.09558,0.13076,0.21394,0.25562,0.36287,0.08877,-0.32316,0.17341,built
41.789602,-72.681744,0.11267,0.11485,0.0502,0.05428,0.03229,0.03909,0.35812,-0.25399,water
41.830704,-72.564074,0.07456,0.09705,0.16278,0.291,0.29228,0.28257,-0.49981,0.00219,bare_soil
41.872206,-72.615653,0.06975,0.11622,0.05749,0.64883,0.21506,0.8372,-0.69618,-0.50212,vegetation
41.836262,-72.626604,0.06863,0.18445,0.14161,0.32316,0.34472,0.39064,-0.27327,0.03228,bare_soil
41.6898,-72.647276,0.05589,0.11476,0.05626,0.54175,0.14808,0.81183,-0.65038,-0.57067,vegetation
41.839875,-72.526457,0.04303,0.09243,0.07012,0.64015,0.23709,0.80254,-0.74766,-0.45946,vegetation
41.769315,-72.703707,0.10357,0.18751,0.20165,0.29418,0.35592,0.18661,-0.22145,0.09497,built
41.767422,-72.685666,0.06273,0.05559,0.04319,0.06144,0.05196,0.17447,-0.04997,-0.08357,water
41.857275,-72.617746,0.11158,0.15869,0.24393,0.27463,0.42903,0.05921,-0.26758,0.21942,bare_soil
41.789255,-72.590954,0.13092,0.13934,0.20044,0.22608,0.36328,0.06014,-0.23737,0.23278,built
41.853895,-72.629804,0.12882,0.08315,0.24937,0.31278,0.34667,0.11279,-0.57999,0.05139,bare_soil
41.79296,-72.668076,0.1006,0.1406,0.17148,0.26219,0.45416,0.20917,-0.30185,0.26799,built
41.728325,-72.666194,0.11663,0.16251,0.14914,0.16578,0.23716,0.05284,-0.00996,0.17716,built
41.779245,-72.763163,0.09017,0.1759,0.17384,0.31511,0.42945,0.28892,-0.28352,0.15357,bare_soil
41.737109,-72.622833,0.17809,0.18337,0.23696,0.15387,0.38652,-0.21259,0.08747,0.43052,built
41.869072,-72.657818,0.04081,0.11555,0.08502,0.54304,0.18661,0.72927,-0.64909,-0.48848,vegetation
41.777168,-72.665224,0.09431,0.11508,0.14313,0.26566,0.32887,0.29972,-0.39549,0.10632,built
41.776405,-72.656083,0.05765,0.10625,0.03783,0.62095,0.17124,0.88516,-0.70779,-0.56767,vegetation
41.811082,-72.607375,0.03622,0.08001,0.04139,0.51042,0.1424,0.85,-0.72897,-0.56374,vegetation
41.771527,-72.770316,0.06535,0.10013,0.05312,0.37229,0.14589,0.75027,-0.5761,-0.43693,vegetation
41.797965,-72.675463,0.07641,0.09049,0.0572,0.41779,0.16759,0.75917,-0.64393,-0.42742,vegetation
41.815901,-72.655501,0.07273,0.07406,0.04776,0.02492,0.02815,-0.31433,0.49652,0.06098,water
41.771341,-72.719826,0.06546,0.15574,0.15102,0.36585,0.21926,0.41563,-0.40282,-0.25054,bare_soil
41.783301,-72.715334,0.03111,0.12589,0.048,0.44773,0.10027,0.80636,-0.56108,-0.63406,vegetation
41.856072,-72.608107,0.07243,0.05599,0.06699,0.35745,0.20327,0.68433,-0.72915,-0.27497,vegetation
41.742709,-72.72009,0.05252,0.10113,0.06108,0.45978,0.13878,0.76546,-0.63942,-0.53629,vegetation
41.689197,-72.75893,0.08449,0.11213,0.07856,0.53954,0.17404,0.74581,-0.65587,-0.5122,vegetation
41.735124,-72.682756,0.13688,0.14232,0.26688,0.18202,0.33832,-0.18905,-0.12239,0.30039,bare_soil
41.729358,-72.679899,0.14306,0.12032,0.2293,0.17766,0.31584,-0.1269,-0.19243,0.28001,built
41.815207,-72.641325,0.06596,0.05698,0.06062,0.44477,0.21279,0.76009,-0.77289,-0.35279,vegetation
41.780201,-72.72339,0.09756,0.16446,0.23741,0.22537,0.39729,-0.02604,-0.15625,0.27612,built
41.831033,-72.721061,0.07655,0.0841,0.04379,0.42372,0.10261,0.81266,-0.66878,-0.6101,vegetation
41.789662,-72.718146,0.1845,0.17828,0.13203,0.18273,0.34607,0.16108,-0.01231,0.3089,built
41.710214,-72.542395,0.1197,0.08467,0.11877,0.36548,0.30083,0.50946,-0.62382,-0.09703,bare_soil
41.744729,-72.681053,0.07203,0.11372,0.07587,0.06864,0.05161,-0.05008,0.24723,-0.14164,water
41.836411,-72.636372,0.08237,0.05953,0.02631,0.55828,0.11397,0.91,-0.80728,-0.66092,vegetation
41.684265,-72.72077,0.07214,0.09933,0.08328,0.50121,0.20577,0.71503,-0.6692,-0.4179,vegetation
41.689668,-72.625397,0.11576,0.14986,0.2398,0.31279,0.19642,0.1321,-0.35216,-0.22854,bare_soil
41.746316,-72.703553,0.14635,0.11518,0.22496,0.14862,0.35731,-0.20435,-0.12676,0.41248,built
41.752818,-72.76984,0.12429,0.09275,0.13406,0.18003,0.34924,0.14634,-0.31996,0.31972,bare_soil
41.841107,-72.661915,0.1338,0.07837,0.26375,0.33792,0.40434,0.12328,-0.62347,0.08949,bare_soil
41.796397,-72.687379,0.15282,0.13225,0.13699,0.30907,0.25043,0.3858,-0.40068,-0.10481,built
41.796976,-72.686316,0.0694,0.08637,0.04399,0.05572,0.0321,0.11768,0.21566,-0.26896,water
41.773957,-72.666408,0.07384,0.10405,0.02642,0.04324,0.01649,0.24151,0.41286,-0.44783,water
41.855207,-72.746279,0.06432,0.10012,0.03079,0.53215,0.1147,0.89062,-0.68329,-0.64536,vegetation
41.707541,-72.599668,0.06604,0.12706,0.08158,0.37008,0.11018,0.63876,-0.48885,-0.54117,vegetation
41.741881,-72.678064,0.08303,0.08909,0.07967,0.05243,0.05499,-0.20618,0.25905,0.02384,water
41.739655,-72.693227,0.12252,0.16473,0.20926,0.18087,0.27183,-0.07277,-0.04669,0.20093,built
41.783217,-72.654175,0.09833,0.11475,0.02801,0.02497,0.04135,-0.05751,0.6426,0.24707,water
41.80199,-72.661566,0.07924,0.05581,0.06987,0.02682,0.03877,-0.44523,0.35078,0.18221,water
41.797577,-72.705646,0.15728,0.15198,0.11213,0.1798,0.39835,0.23182,-0.08387,0.37801,built
41.814106,-72.669817,0.10153,0.12138,0.121,0.23163,0.39851,0.31372,-0.31233,0.26483,built
41.8021,-72.713713,0.12856,0.11797,0.22765,0.22678,0.4061,-0.00191,-0.31561,0.28334,built
41.753679,-72.583955,0.14986,0.13509,0.27446,0.18942,0.38407,-0.18332,-0.16743,0.33941,bare_soil
41.747531,-72.69213,0.10481,0.15375,0.10305,0.23449,0.34678,0.38941,-0.20795,0.19318,built
41.734599,-72.630434,0.07301,0.08274,0.04189,0.08223,0.03658,0.32503,0.00306,-0.38424,water
41.867425,-72.643534,0.11746,0.13515,0.17054,0.27587,0.42182,0.23595,-0.34235,0.20919,bare_soil
41.728084,-72.743044,0.05715,0.06406,0.0575,0.37354,0.23029,0.73321,-0.70724,-0.23724,vegetation
41.83878,-72.679292,0.14132,0.07911,0.13497,0.24189,0.19889,0.28372,-0.50713,-0.09755,bare_soil
41.706215,-72.697204,0.07948,0.05121,0.06635,0.05226,0.03116,-0.11878,-0.0102,-0.25298,water
41.767795,-72.681214,0.07765,0.09804,0.04727,0.06186,0.04792,0.13369,0.22629,-0.12697,water
41.743061,-72.681997,0.14867,0.16739,0.23379,0.22076,0.32947,-0.02867,-0.13751,0.19756,bare_soil
41.768541,-72.610365,0.09976,0.16222,0.18345,0.28303,0.29244,0.21348,-0.27134,0.01635,bare_soil
41.784503,-72.603243,0.16877,0.17488,0.22452,0.30509,0.41722,0.15212,-0.2713,0.15524,built
41.825889,-72.607395,0.07795,0.09426,0.04065,0.64507,0.16053,0.88144,-0.74501,-0.60146,vegetation
41.753251,-72.659191,0.16549,0.16352,0.16672,0.18983,0.41683,0.06481,-0.07446,0.37417,built
41.797632,-72.63233,0.10056,0.10804,0.05764,0.05024,0.02619,-0.06864,0.36519,-0.31465,water
41.763151,-72.545097,0.14506,0.14939,0.13754,0.32414,0.19817,0.40417,-0.36903,-0.24117,bare_soil
41.768758,-72.681902,0.14636,0.11508,0.22211,0.16251,0.29842,-0.15497,-0.17088,0.29486,built
41.879933,-72.731839,0.03442,0.06888,0.0731,0.4098,0.11263,0.69723,-0.71221,-0.56884,vegetation
41.732504,-72.674663,0.15216,0.13421,0.11185,0.17539,0.32271,0.22121,-0.13302,0.29575,built
41.77822,-72.701525,0.07456,0.1722,0.28952,0.19334,0.41514,-0.19919,-0.05783,0.36451,bare_soil
41.771628,-72.693218,0.12171,0.05723,0.05618,0.04286,0.05584,-0.13453,0.14356,0.13146,water
41.76389,-72.616939,0.14834,0.09636,0.12542,0.35131,0.3604,0.47383,-0.56952,0.01277,bare_soil
41.811413,-72.666363,0.08746,0.08811,0.03657,0.06245,0.02848,0.26134,0.17044,-0.37364,water
41.800227,-72.656269,0.16763,0.09239,0.18087,0.30769,0.3878,0.25957,-0.53813,0.11519,built
41.807422,-72.671464,0.04723,0.10075,0.03653,0.56371,0.14267,0.87828,-0.69675,-0.59604,vegetation
41.808389,-72.628587,0.1631,0.16362,0.18805,0.30065,0.21355,0.23041,-0.29515,-0.16938,bare_soil
41.784502,-72.59888,0.14561,0.1606,0.22358,0.23145,0.38122,0.01729,-0.18071,0.24446,built
41.756668,-72.587999,0.07679,0.12629,0.03365,0.50129,0.1848,0.87418,-0.59753,-0.4613,vegetation
41.786107,-72.583823,0.12694,0.17763,0.18668,0.34019,0.33908,0.29135,-0.31392,-0.00163,bare_soil
41.838553,-72.728151,0.059,0.07174,0.03766,0.43115,0.22261,0.83935,-0.71468,-0.31899,vegetation
41.747268,-72.728959,0.11536,0.19343,0.1204,0.26523,0.38684,0.37559,-0.15655,0.18649,built
41.739596,-72.64682,0.10821,0.06725,0.0583,0.02994,0.01811,-0.32142,0.38389,-0.24621,water
41.81342,-72.63876,0.10428,0.04695,0.06905,0.02616,0.03255,-0.45049,0.28441,0.10886,water
41.702846,-72.651936,0.07948,0.10217,0.03712,0.08194,0.04597,0.37642,0.10992,-0.28123,water
41.783129,-72.667266,0.12749,0.09796,0.12048,0.27559,0.38865,0.39162,-0.47552,0.1702,bare_soil
41.707547,-72.689641,0.05544,0.08315,0.0512,0.06118,0.01934,0.08875,0.15223,-0.51952,water
41.785003,-72.573321,0.03909,0.05799,0.04094,0.46997,0.24832,0.83973,-0.78031,-0.30858,vegetation
41.729159,-72.653797,0.08009,0.08404,0.07586,0.04605,0.05061,-0.2445,0.29201,0.04714,water
41.751448,-72.685844,0.10939,0.06036,0.04382,0.08497,0.03727,0.31951,-0.16935,-0.39024,water
41.74789,-72.632892,0.08845,0.14838,0.14388,0.16191,0.31219,0.05895,-0.04361,0.31697,built
41.811935,-72.559785,0.14524,0.15687,0.19296,0.20376,0.38367,0.02721,-0.13001,0.30627,bare_soil
41.731829,-72.529972,0.02608,0.08657,0.0461,0.49169,0.11055,0.82856,-0.70058,-0.63286,vegetation
41.81368,-72.650133,0.05664,0.11331,0.0662,0.03112,0.05119,-0.36047,0.56908,0.24381,water
41.706063,-72.61838,0.04242,0.06777,0.08602,0.41653,0.22801,0.65766,-0.72014,-0.29249,vegetation
